CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
24,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,329,13,25.3
24,Q,MS Core,GEN ED,MATH,Geometry,-,64,2,32
24,Q,MS Core,GEN ED,MATH,Math A,-,110,4,27.5
24,Q,MS Core,GEN ED,MATH,Other Math,-,29,1,29
24,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,8649,311,27.8
24,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,341,12,28.4
24,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,110,4,27.5
24,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,8711,311,28
24,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,463,17,27.2
24,Q,MS Core,CTT,ENGLISH,MS English Core,-,1881,68,27.7
24,Q,MS Core,CTT,MATH,MS Math Core,-,1593,58,27.5
24,Q,MS Core,CTT,SCIENCE,MS Science Core,-,1643,60,27.4
24,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1559,57,27.4
24,Q,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,84,3,28
24,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,521,50,10.4
24,Q,MS Core,SPEC ED,MATH,MS Math Core,-,362,36,10.1
24,Q,MS Core,SPEC ED,MATH,Other Math,-,28,3,9.3
24,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,403,40,10.1
24,Q,MS Core,SPEC ED,SCIENCE,Living Environment,-,23,2,11.5
24,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,393,38,10.3
24,Q,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,33,4,8.3
24,Q,09-12,GEN ED,ENGLISH,English 9,-,2205,97,22.7
24,Q,09-12,GEN ED,ENGLISH,English 10,-,2734,107,25.6
24,Q,09-12,GEN ED,ENGLISH,English 11,-,2824,106,26.6
24,Q,09-12,GEN ED,ENGLISH,English 12,-,1703,65,26.2
24,Q,09-12,GEN ED,ENGLISH,MS English Core,-,223,8,27.9
24,Q,09-12,GEN ED,ENGLISH,Other English,-,1687,72,23.4
24,Q,09-12,GEN ED,MATH,Integrated Algebra,-,4060,171,23.7
24,Q,09-12,GEN ED,MATH,Geometry,-,3098,114,27.2
24,Q,09-12,GEN ED,MATH,Trigonometry,-,1527,53,28.8
24,Q,09-12,GEN ED,MATH,Math A,-,297,12,24.8
24,Q,09-12,GEN ED,MATH,Math B,-,249,8,31.1
24,Q,09-12,GEN ED,MATH,Other Math,-,659,31,21.3
24,Q,09-12,GEN ED,SCIENCE,Earth Science,-,3151,127,24.8
24,Q,09-12,GEN ED,SCIENCE,Living Environment,-,6176,246,25.1
24,Q,09-12,GEN ED,SCIENCE,Chemistry,-,2479,94,26.4
24,Q,09-12,GEN ED,SCIENCE,Physics,-,1296,48,27
24,Q,09-12,GEN ED,SCIENCE,Other Science,-,2466,96,25.7
24,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5197,209,24.9
24,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,3840,154,24.9
24,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,685,28,24.5
24,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1083,40,27.1
24,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,692,32,21.6
24,Q,09-12,CTT,ENGLISH,English 9,-,298,11,27.1
24,Q,09-12,CTT,ENGLISH,English 10,-,271,10,27.1
24,Q,09-12,CTT,ENGLISH,English 11,-,156,5,31.2
24,Q,09-12,CTT,ENGLISH,English 12,-,150,5,30
24,Q,09-12,CTT,ENGLISH,MS English Core,-,110,4,27.5
24,Q,09-12,CTT,ENGLISH,Other English,-,91,3,30.3
24,Q,09-12,CTT,MATH,Integrated Algebra,-,476,17,28
24,Q,09-12,CTT,MATH,Geometry,-,251,9,27.9
24,Q,09-12,CTT,MATH,Trigonometry,-,122,4,30.5
24,Q,09-12,CTT,MATH,Math A,-,16,1,16
24,Q,09-12,CTT,MATH,Other Math,-,25,1,25
24,Q,09-12,CTT,SCIENCE,Earth Science,-,510,18,28.3
24,Q,09-12,CTT,SCIENCE,Living Environment,-,643,24,26.8
24,Q,09-12,CTT,SCIENCE,Chemistry,-,199,7,28.4
24,Q,09-12,CTT,SCIENCE,Physics,-,155,5,31
24,Q,09-12,CTT,SCIENCE,Other Science,-,59,2,29.5
24,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,694,24,28.9
24,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,288,10,28.8
24,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,154,5,30.8
24,Q,09-12,SPEC ED,ENGLISH,English 9,-,92,6,15.3
24,Q,09-12,SPEC ED,ENGLISH,English 10,-,87,6,14.5
24,Q,09-12,SPEC ED,ENGLISH,English 11,-,96,9,10.7
24,Q,09-12,SPEC ED,ENGLISH,English 12,-,82,8,10.3
24,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,55,5,11
24,Q,09-12,SPEC ED,ENGLISH,Other English,-,35,3,11.7
24,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,213,15,14.2
24,Q,09-12,SPEC ED,MATH,Geometry,-,18,1,18
24,Q,09-12,SPEC ED,MATH,Other Math,-,13,1,13
24,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,76,5,15.2
24,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,149,10,14.9
24,Q,09-12,SPEC ED,SCIENCE,Other Science,-,59,4,14.8
24,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,142,11,12.9
24,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,105,8,13.1
24,Q,09-12,SPEC ED,SOCIAL STUDIES,Economics,-,10,1,10
24,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,5,1,5
24,Q,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,14,1,14
25,Q,0K,GEN ED,-,-,-,2294,101,22.7
25,Q,0K,CTT,-,-,-,253,13,19.5
25,Q,0K,G&T,-,-,-,64,3,21.3
25,Q,01,GEN ED,-,-,-,2299,95,24.2
25,Q,01,CTT,-,-,-,313,14,22.4
25,Q,01,G&T,-,-,-,99,4,24.8
25,Q,02,GEN ED,-,-,-,1965,83,23.7
25,Q,02,CTT,-,-,-,409,17,24.1
25,Q,02,G&T,-,-,-,77,3,25.7
25,Q,03,GEN ED,-,-,-,1945,80,24.3
25,Q,03,CTT,-,-,-,380,16,23.8
25,Q,03,G&T,-,-,-,76,3,25.3
25,Q,04,GEN ED,-,-,-,1860,71,26.2
25,Q,04,CTT,-,-,-,299,11,27.2
25,Q,04,G&T,-,-,-,61,2,30.5
25,Q,05,GEN ED,-,-,-,1990,72,27.6
25,Q,05,CTT,-,-,-,304,12,25.3
25,Q,05,G&T,-,-,-,50,2,25
25,Q,06,GEN ED,-,-,-,1872,68,27.5
25,Q,06,CTT,-,-,-,383,15,25.5
25,Q,06,G&T,-,-,-,58,2,29
25,Q,07,GEN ED,-,-,-,1917,67,28.6
25,Q,07,CTT,-,-,-,315,13,24.2
25,Q,07,G&T,-,-,-,63,2,31.5
25,Q,08,GEN ED,-,-,-,1982,66,30
25,Q,08,CTT,-,-,-,327,13,25.2
25,Q,08,G&T,-,-,-,64,2,32
25,Q,0K-09,SPEC ED,-,-,12:1,153,18,8.5
25,Q,0K-09,SPEC ED,-,-,12:1:1,701,73,9.6
25,Q,0K-09,SPEC ED,-,-,6:1:1,6,1,6
25,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,5823,206,28.3
25,Q,MS Core,GEN ED,MATH,MS Math Core,-,5426,189,28.7
25,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,454,15,30.3
25,Q,MS Core,GEN ED,MATH,Math A,-,105,6,17.5
25,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,5650,195,29
25,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,119,4,29.8
25,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,393,18,21.8
25,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,5823,201,29
25,Q,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,82,4,20.5
25,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,52,2,26
25,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,16,1,16
25,Q,MS Core,CTT,ENGLISH,MS English Core,-,1157,44,26.3
25,Q,MS Core,CTT,MATH,MS Math Core,-,921,36,25.6
25,Q,MS Core,CTT,MATH,Integrated Algebra,-,53,2,26.5
25,Q,MS Core,CTT,MATH,Math A,-,20,1,20
25,Q,MS Core,CTT,SCIENCE,MS Science Core,-,947,37,25.6
25,Q,MS Core,CTT,SCIENCE,Living Environment,-,26,1,26
27,Q,08,GEN ED,-,-,-,2856,100,28.6
25,Q,MS Core,CTT,SCIENCE,Other Science,-,18,1,18
25,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,960,37,25.9
25,Q,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,63,3,21
25,Q,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,22,1,22
25,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,184,19,9.7
25,Q,MS Core,SPEC ED,MATH,MS Math Core,-,172,18,9.6
25,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,166,16,10.4
25,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,173,18,9.6
25,Q,09-12,GEN ED,ENGLISH,English 9,-,2005,72,27.8
25,Q,09-12,GEN ED,ENGLISH,English 10,-,2044,68,30.1
26,Q,08,GEN ED,-,-,-,1719,57,30.2
25,Q,09-12,GEN ED,ENGLISH,English 11,-,2053,67,30.6
25,Q,09-12,GEN ED,ENGLISH,English 12,-,1351,47,28.7
25,Q,09-12,GEN ED,ENGLISH,MS English Core,-,390,13,30
25,Q,09-12,GEN ED,ENGLISH,Other English,-,2252,87,25.9
25,Q,09-12,GEN ED,MATH,Integrated Algebra,-,3694,147,25.1
25,Q,09-12,GEN ED,MATH,Geometry,-,2848,100,28.5
25,Q,09-12,GEN ED,MATH,Trigonometry,-,1227,43,28.5
25,Q,09-12,GEN ED,MATH,Other Math,-,425,17,25
25,Q,09-12,GEN ED,SCIENCE,Earth Science,-,3427,119,28.8
25,Q,09-12,GEN ED,SCIENCE,Living Environment,-,6042,225,26.9
25,Q,09-12,GEN ED,SCIENCE,Chemistry,-,2149,75,28.7
25,Q,09-12,GEN ED,SCIENCE,Physics,-,1310,44,29.8
25,Q,09-12,GEN ED,SCIENCE,Other Science,-,2144,84,25.5
25,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5299,188,28.2
25,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2232,73,30.6
25,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,586,20,29.3
25,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1217,41,29.7
25,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1079,40,27
25,Q,09-12,CTT,ENGLISH,English 9,-,268,10,26.8
25,Q,09-12,CTT,ENGLISH,English 10,-,187,6,31.2
25,Q,09-12,CTT,ENGLISH,English 11,-,95,3,31.7
25,Q,09-12,CTT,ENGLISH,English 12,-,123,4,30.8
25,Q,09-12,CTT,ENGLISH,MS English Core,-,49,2,24.5
25,Q,09-12,CTT,ENGLISH,Other English,-,164,7,23.4
25,Q,09-12,CTT,MATH,Integrated Algebra,-,459,17,27
25,Q,09-12,CTT,MATH,Geometry,-,100,3,33.3
25,Q,09-12,CTT,MATH,Other Math,-,45,2,22.5
25,Q,09-12,CTT,SCIENCE,Earth Science,-,219,7,31.3
25,Q,09-12,CTT,SCIENCE,Living Environment,-,774,27,28.7
25,Q,09-12,CTT,SCIENCE,Other Science,-,49,2,24.5
25,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,494,16,30.9
25,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,184,6,30.7
25,Q,09-12,CTT,SOCIAL STUDIES,Economics,-,34,1,34
25,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,33,1,33
25,Q,09-12,SPEC ED,ENGLISH,English 9,-,93,8,11.6
25,Q,09-12,SPEC ED,ENGLISH,English 10,-,44,4,11
25,Q,09-12,SPEC ED,ENGLISH,English 11,-,54,4,13.5
25,Q,09-12,SPEC ED,ENGLISH,English 12,-,12,1,12
25,Q,09-12,SPEC ED,ENGLISH,Other English,-,56,5,11.2
25,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,227,17,13.4
25,Q,09-12,SPEC ED,MATH,Geometry,-,61,5,12.2
25,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,153,11,13.9
25,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,245,19,12.9
25,Q,09-12,SPEC ED,SCIENCE,Other Science,-,32,2,16
25,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,167,13,12.8
25,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,60,5,12
25,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,22,2,11
26,Q,0K,GEN ED,-,-,-,1349,65,20.8
26,Q,0K,CTT,-,-,-,164,9,18.2
26,Q,0K,G&T,-,-,-,75,3,25
26,Q,01,GEN ED,-,-,-,1412,60,23.5
26,Q,01,CTT,-,-,-,173,8,21.6
26,Q,01,G&T,-,-,-,94,3,31.3
26,Q,02,GEN ED,-,-,-,1339,54,24.8
26,Q,02,CTT,-,-,-,212,10,21.2
26,Q,02,G&T,-,-,-,87,3,29
26,Q,03,GEN ED,-,-,-,1269,50,25.4
26,Q,03,CTT,-,-,-,211,9,23.4
26,Q,03,G&T,-,-,-,80,3,26.7
26,Q,04,GEN ED,-,-,-,1409,55,25.6
26,Q,04,CTT,-,-,-,166,7,23.7
26,Q,04,G&T,-,-,-,31,1,31
26,Q,05,GEN ED,-,-,-,1576,56,28.1
26,Q,05,CTT,-,-,-,138,5,27.6
26,Q,05,G&T,-,-,-,31,1,31
26,Q,06,GEN ED,-,-,-,1581,53,29.8
26,Q,06,CTT,-,-,-,137,5,27.4
26,Q,06,G&T,-,-,-,29,1,29
26,Q,07,GEN ED,-,-,-,1679,55,30.5
26,Q,08,CTT,-,-,-,133,5,26.6
26,Q,08,G&T,-,-,-,30,1,30
26,Q,0K-09,SPEC ED,-,-,12:1,162,17,9.5
26,Q,0K-09,SPEC ED,-,-,12:1:1,286,31,9.2
26,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,5265,175,30.1
26,Q,MS Core,GEN ED,MATH,MS Math Core,-,3433,114,30.1
26,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,1070,35,30.6
26,Q,MS Core,GEN ED,MATH,Math A,-,139,5,27.8
26,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,3711,123,30.2
26,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,666,22,30.3
26,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,552,19,29.1
26,Q,MS Core,GEN ED,SCIENCE,Other Science,-,219,7,31.3
26,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4855,161,30.2
27,Q,08,CTT,-,-,-,439,17,25.8
26,Q,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,242,8,30.3
26,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,172,6,28.7
26,Q,MS Core,CTT,ENGLISH,MS English Core,-,405,15,27
26,Q,MS Core,CTT,MATH,MS Math Core,-,327,12,27.3
26,Q,MS Core,CTT,MATH,Integrated Algebra,-,28,1,28
26,Q,MS Core,CTT,MATH,Math A,-,22,1,22
26,Q,MS Core,CTT,SCIENCE,MS Science Core,-,327,12,27.3
26,Q,MS Core,CTT,SCIENCE,Living Environment,-,50,2,25
26,Q,MS Core,CTT,SCIENCE,Other Science,-,28,1,28
26,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,405,15,27
26,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,121,14,8.6
26,Q,MS Core,SPEC ED,MATH,MS Math Core,-,100,11,9.1
26,Q,MS Core,SPEC ED,MATH,Integrated Algebra,-,5,1,5
26,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,100,11,9.1
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,121,14,8.6
26,Q,09-12,GEN ED,ENGLISH,English 9,-,2735,87,31.4
26,Q,09-12,GEN ED,ENGLISH,English 10,-,3574,114,31.4
26,Q,09-12,GEN ED,ENGLISH,English 11,-,3495,108,32.4
26,Q,09-12,GEN ED,ENGLISH,English 12,-,2839,91,31.2
26,Q,09-12,GEN ED,ENGLISH,MS English Core,-,734,25,29.4
26,Q,09-12,GEN ED,ENGLISH,Other English,-,1853,70,26.5
26,Q,09-12,GEN ED,MATH,Integrated Algebra,-,3772,123,30.7
26,Q,09-12,GEN ED,MATH,Geometry,-,3175,98,32.4
26,Q,09-12,GEN ED,MATH,Trigonometry,-,2722,89,30.6
26,Q,09-12,GEN ED,MATH,Math A,-,74,3,24.7
26,Q,09-12,GEN ED,MATH,Other Math,-,1483,49,30.3
26,Q,09-12,GEN ED,SCIENCE,Earth Science,-,3484,114,30.6
26,Q,09-12,GEN ED,SCIENCE,Living Environment,-,4517,143,31.6
26,Q,09-12,GEN ED,SCIENCE,Chemistry,-,3959,126,31.4
26,Q,09-12,GEN ED,SCIENCE,Physics,-,2525,82,30.8
26,Q,09-12,GEN ED,SCIENCE,Other Science,-,2612,84,31.1
26,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,6526,210,31.1
26,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,3348,105,31.9
26,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,255,9,28.3
26,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,3008,95,31.7
26,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,2171,79,27.5
26,Q,09-12,CTT,ENGLISH,English 9,-,536,21,25.5
26,Q,09-12,CTT,ENGLISH,English 10,-,467,17,27.5
26,Q,09-12,CTT,ENGLISH,English 11,-,370,13,28.5
26,Q,09-12,CTT,ENGLISH,English 12,-,263,9,29.2
26,Q,09-12,CTT,ENGLISH,MS English Core,-,29,1,29
26,Q,09-12,CTT,ENGLISH,Other English,-,145,5,29
26,Q,09-12,CTT,MATH,Integrated Algebra,-,632,24,26.3
26,Q,09-12,CTT,MATH,Geometry,-,299,9,33.2
26,Q,09-12,CTT,MATH,Trigonometry,-,140,4,35
26,Q,09-12,CTT,MATH,Math A,-,35,3,11.7
26,Q,09-12,CTT,SCIENCE,Earth Science,-,502,20,25.1
26,Q,09-12,CTT,SCIENCE,Living Environment,-,619,21,29.5
26,Q,09-12,CTT,SCIENCE,Chemistry,-,194,6,32.3
26,Q,09-12,CTT,SCIENCE,Other Science,-,331,11,30.1
26,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,908,32,28.4
30,Q,06,CTT,-,-,-,413,16,25.8
26,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,374,14,26.7
26,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,255,8,31.9
26,Q,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,64,2,32
26,Q,09-12,SPEC ED,ENGLISH,English 9,-,149,12,12.4
26,Q,09-12,SPEC ED,ENGLISH,English 10,-,140,11,12.7
26,Q,09-12,SPEC ED,ENGLISH,English 11,-,112,10,11.2
26,Q,09-12,SPEC ED,ENGLISH,English 12,-,106,8,13.3
26,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,8,1,8
26,Q,09-12,SPEC ED,ENGLISH,Other English,-,58,5,11.6
26,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,225,17,13.2
26,Q,09-12,SPEC ED,MATH,Geometry,-,25,2,12.5
26,Q,09-12,SPEC ED,MATH,Math A,-,16,2,8
26,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,83,7,11.9
26,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,117,9,13
26,Q,09-12,SPEC ED,SCIENCE,Chemistry,-,10,1,10
26,Q,09-12,SPEC ED,SCIENCE,Other Science,-,100,10,10
26,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,254,19,13.4
26,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,116,10,11.6
26,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,74,6,12.3
26,Q,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,26,2,13
27,Q,0K,GEN ED,-,-,-,3070,137,22.4
27,Q,0K,CTT,-,-,-,516,25,20.6
27,Q,0K,G&T,-,-,-,15,1,15
27,Q,01,GEN ED,-,-,-,3021,132,22.9
27,Q,01,CTT,-,-,-,486,21,23.1
27,Q,01,G&T,-,-,-,20,1,20
27,Q,02,GEN ED,-,-,-,3013,127,23.7
27,Q,02,CTT,-,-,-,497,21,23.7
27,Q,02,G&T,-,-,-,49,2,24.5
27,Q,03,GEN ED,-,-,-,2996,123,24.4
27,Q,03,CTT,-,-,-,419,17,24.6
27,Q,03,G&T,-,-,-,79,4,19.8
27,Q,04,GEN ED,-,-,-,2909,109,26.7
27,Q,04,CTT,-,-,-,416,16,26
27,Q,04,G&T,-,-,-,146,6,24.3
27,Q,05,GEN ED,-,-,-,2891,111,26
27,Q,05,CTT,-,-,-,346,14,24.7
27,Q,05,G&T,-,-,-,121,5,24.2
27,Q,06,GEN ED,-,-,-,2805,106,26.5
27,Q,06,CTT,-,-,-,379,17,22.3
27,Q,06,G&T,-,-,-,250,8,31.3
27,Q,07,GEN ED,-,-,-,2909,104,28
27,Q,07,CTT,-,-,-,461,18,25.6
27,Q,07,G&T,-,-,-,219,7,31.3
27,Q,08,G&T,-,-,-,208,7,29.7
27,Q,09,GEN ED,-,-,-,94,4,23.5
27,Q,09,G&T,-,-,-,111,4,27.8
27,Q,0K-09,SPEC ED,-,-,12:1,427,42,10.2
27,Q,0K-09,SPEC ED,-,-,12:1:1,1236,124,10
27,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,9630,351,27.4
27,Q,MS Core,GEN ED,MATH,MS Math Core,-,8132,294,27.7
27,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,1099,39,28.2
27,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,7841,283,27.7
27,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,692,23,30.1
27,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,524,18,29.1
27,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,8524,307,27.8
27,Q,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,184,6,30.7
27,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,91,4,22.8
27,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,153,5,30.6
27,Q,MS Core,CTT,ENGLISH,MS English Core,-,1606,62,25.9
27,Q,MS Core,CTT,MATH,MS Math Core,-,1249,49,25.5
27,Q,MS Core,CTT,SCIENCE,MS Science Core,-,1173,46,25.5
27,Q,MS Core,CTT,SCIENCE,Earth Science,-,16,1,16
27,Q,MS Core,CTT,SCIENCE,Living Environment,-,20,1,20
27,Q,MS Core,CTT,SCIENCE,Physics,-,59,2,29.5
27,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1163,46,25.3
27,Q,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,47,2,23.5
27,Q,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,77,3,25.7
27,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,426,38,11.2
27,Q,MS Core,SPEC ED,MATH,MS Math Core,-,369,33,11.2
27,Q,MS Core,SPEC ED,MATH,Integrated Algebra,-,10,1,10
27,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,393,35,11.2
27,Q,MS Core,SPEC ED,SCIENCE,Other Science,-,12,1,12
27,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,427,38,11.2
27,Q,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,13,1,13
27,Q,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,65,6,10.8
27,Q,09-12,GEN ED,ENGLISH,English 9,-,2639,100,26.4
27,Q,09-12,GEN ED,ENGLISH,English 10,-,1911,65,29.4
27,Q,09-12,GEN ED,ENGLISH,English 11,-,2306,79,29.2
27,Q,09-12,GEN ED,ENGLISH,English 12,-,1605,56,28.7
27,Q,09-12,GEN ED,ENGLISH,MS English Core,-,646,21,30.8
27,Q,09-12,GEN ED,ENGLISH,Other English,-,3628,145,25
27,Q,09-12,GEN ED,MATH,Integrated Algebra,-,2911,109,26.7
27,Q,09-12,GEN ED,MATH,Geometry,-,3031,105,28.9
27,Q,09-12,GEN ED,MATH,Trigonometry,-,1014,33,30.7
27,Q,09-12,GEN ED,MATH,Math A,-,188,7,26.9
27,Q,09-12,GEN ED,MATH,Math B,-,67,3,22.3
27,Q,09-12,GEN ED,MATH,Other Math,-,1069,41,26.1
27,Q,09-12,GEN ED,SCIENCE,Earth Science,-,4054,132,30.7
27,Q,09-12,GEN ED,SCIENCE,Living Environment,-,7113,253,28.1
27,Q,09-12,GEN ED,SCIENCE,Chemistry,-,2056,75,27.4
27,Q,09-12,GEN ED,SCIENCE,Physics,-,789,30,26.3
27,Q,09-12,GEN ED,SCIENCE,Other Science,-,1636,58,28.2
27,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5374,194,27.7
27,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2735,95,28.8
27,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,295,10,29.5
27,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1770,64,27.7
27,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1213,41,29.6
27,Q,09-12,CTT,ENGLISH,English 9,-,412,16,25.8
27,Q,09-12,CTT,ENGLISH,English 10,-,202,8,25.3
27,Q,09-12,CTT,ENGLISH,English 11,-,344,12,28.7
27,Q,09-12,CTT,ENGLISH,English 12,-,156,6,26
27,Q,09-12,CTT,ENGLISH,MS English Core,-,180,5,36
27,Q,09-12,CTT,ENGLISH,Other English,-,276,10,27.6
27,Q,09-12,CTT,MATH,Integrated Algebra,-,488,19,25.7
27,Q,09-12,CTT,MATH,Geometry,-,275,10,27.5
27,Q,09-12,CTT,MATH,Trigonometry,-,28,1,28
27,Q,09-12,CTT,MATH,Math A,-,53,2,26.5
27,Q,09-12,CTT,MATH,Other Math,-,46,2,23
27,Q,09-12,CTT,SCIENCE,Earth Science,-,580,19,30.5
27,Q,09-12,CTT,SCIENCE,Living Environment,-,780,28,27.9
27,Q,09-12,CTT,SCIENCE,Chemistry,-,117,4,29.3
27,Q,09-12,CTT,SCIENCE,Physics,-,19,1,19
27,Q,09-12,CTT,SCIENCE,Other Science,-,238,8,29.8
27,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,669,23,29.1
27,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,304,10,30.4
